id,sourceId,seasonLabel,season,seasonType,tournament,startDate,startTimeTbd,neutralSite,conferenceGame,gameType,status,gameNotes,attendance,homeTeamId,homeTeam,homeConferenceId,homeConference,homeSeed,homePoints,homePeriodPoints,homeWinner,homeTeamEloStart,homeTeamEloEnd,awayTeamId,awayTeam,awayConferenceId,awayConference,awaySeed,awayPoints,awayPeriodPoints,awayWinner,awayTeamEloStart,awayTeamEloEnd,excitement,venueId,venue,city,state
66710,400496872,20132014,2014,regular,,2013-11-23T00:00:00.000Z,False,False,False,STD,final,,3782.0,271,South Florida,5.0,American,,72,"[35, 37]",True,1764.0,1730.0,283,Stetson,3.0,ASUN,,63,"[35, 28]",False,1420.0,1454.0,12.9,337,Yuengling Center,Tampa,FL
66701,400518736,20132014,2014,regular,,2013-11-23T00:00:00.000Z,False,True,False,TRNMNT,final,CHARLESTON CLASSIC,0.0,289,Temple,5.0,American,,83,"[45, 38]",True,1599.0,1599.0,98,Georgia,24.0,SEC,,81,"[32, 49]",False,1546.0,1546.0,20.0,275,TD Arena,Charleston,SC
66702,400508070,20132014,2014,regular,,2013-11-23T00:00:00.000Z,False,False,False,TRNMNT,final,GLOBAL SPORTS SHOOTOUT,2482.0,199,North Carolina Central,18.0,MEAC,,76,"[32, 31, 13]",True,1839.0,1802.0,9,App State,26.0,SoCon,,70,"[18, 45, 7]",False,1498.0,1535.0,19.9,266,McDougald-McLendon Arena,Durham,NC
66703,400505962,20132014,2014,regular,,2013-11-23T00:00:00.000Z,False,False,False,STD,final,,15400.0,124,Iowa,10.0,Big Ten,,86,"[48, 38]",True,2083.0,2085.0,227,Pennsylvania,15.0,Ivy,,55,"[27, 28]",False,1449.0,1447.0,25.1,144,Carver-Hawkeye Arena,Iowa City,IA
66709,400498266,20132014,2014,regular,,2013-11-23T00:00:00.000Z,False,True,False,STD,final,COACHES vs CANCER CLASSIC,0.0,263,Seton Hall,7.0,Big East,,85,"[41, 44]",False,1620.0,1623.0,217,Oklahoma,6.0,Big 12,,86,"[44, 42]",True,1719.0,1716.0,21.0,385,Barclays Center,Brooklyn,NY
66711,400499988,20132014,2014,regular,,2013-11-23T00:05:00.000Z,False,False,False,STD,final,,4419.0,122,Indiana State,19.0,MVC,,80,"[42, 38]",True,1697.0,1687.0,957,Truman State,,,,69,"[31, 38]",False,1483.0,1493.0,11.4,250,Hulman Center,Terre Haute,IN
66713,400499269,20132014,2014,regular,,2013-11-23T00:15:00.000Z,False,False,False,TRNMNT,final,2K SPORTS CLASSIC,2221.0,69,Detroit Mercy,14.0,Horizon,,77,"[32, 45]",True,1600.0,1721.0,86,Florida Atlantic,13.0,CUSA,,44,"[20, 24]",False,1533.0,1412.0,16.2,47,Calihan Hall,Detroit,MI
66712,400514141,20132014,2014,regular,,2013-11-23T00:15:00.000Z,False,False,False,TRNMNT,final,CENTRAL MICHIGAN TOURNAMENT,1539.0,45,Central Michigan,17.0,MAC,,54,"[29, 25]",False,1566.0,1506.0,180,Montana State,8.0,Big Sky,,59,"[18, 41]",True,1330.0,1390.0,20.4,256,McGuirk Arena,Mount Pleasant,MI
66717,400499058,20132014,2014,regular,,2013-11-23T00:30:00.000Z,False,False,False,STD,final,COACHES vs CANCER CLASSIC,2394.0,134,Kent State,17.0,MAC,,79,"[42, 37]",True,1732.0,1721.0,268,South Carolina Upstate,3.0,ASUN,,78,"[34, 44]",False,1580.0,1591.0,11.4,277,M.A.C. Center,Kent,OH
66718,400498043,20132014,2014,regular,,2013-11-23T00:30:00.000Z,False,True,False,TRNMNT,final,2K SPORTS CLASSIC,0.0,80,Eastern Washington,8.0,Big Sky,,80,"[39, 41]",True,1682.0,1721.0,27,Boston University,23.0,Patriot,,68,"[34, 34]",False,1621.0,1583.0,17.6,192,Bren Events Center,Irvine,CA
66716,400499270,20132014,2014,regular,,2013-11-23T00:30:00.000Z,False,True,False,STD,final,COACHES vs CANCER CLASSIC,0.0,117,Idaho,30.0,WAC,,87,"[42, 45]",True,1498.0,1544.0,204,North Texas,13.0,CUSA,,76,"[33, 43]",False,1515.0,1468.0,20.5,237,Chiles Center,Portland,OR
66715,400518716,20132014,2014,regular,,2013-11-23T00:30:00.000Z,False,True,False,TRNMNT,final,PUERTO RICO TIP-OFF,5835.0,333,VCU,1.0,A-10,,73,"[35, 38]",True,1766.0,1743.0,145,Long Beach State,11.0,Big West,,67,"[36, 31]",False,1412.0,1435.0,12.4,672,Coliseo de Puerto Rico,San Juan,Puerto Rico
66714,400518815,20132014,2014,regular,,2013-11-23T00:30:00.000Z,False,True,False,TRNMNT,final,2K SPORTS CLASSIC,10051.0,314,UConn,5.0,American,,59,"[30, 29]",True,1884.0,1888.0,121,Indiana,10.0,Big Ten,,58,"[24, 34]",False,1939.0,1936.0,10.2,371,Madison Square Garden,New York,NY
66724,400498267,20132014,2014,regular,,2013-11-23T01:00:00.000Z,False,False,False,TRNMNT,final,BATTLE 4 ATLANTIS,16300.0,131,Kansas,6.0,Big 12,,88,"[49, 39]",True,1839.0,1903.0,301,Towson,12.0,CAA,,58,"[16, 42]",False,1551.0,1488.0,22.1,1,Allen Fieldhouse,Lawrence,KS
66722,400502348,20132014,2014,regular,,2013-11-23T01:00:00.000Z,False,False,False,TRNMNT,final,GLOBAL SPORTS CHALLENGE,1381.0,274,Southern,25.0,SWAC,,82,"[27, 44, 11]",False,1604.0,1567.0,144,Little Rock,29.0,Sun Belt,,85,"[27, 44, 14]",True,1410.0,1447.0,18.8,372,F.G. Clark Activity Center,Baton Rouge,LA
66721,400503089,20132014,2014,regular,,2013-11-23T01:00:00.000Z,False,False,False,STD,final,,1892.0,272,Southeast Missouri State,22.0,OVC,,109,"[56, 53]",True,1741.0,1845.0,1364,Mid-Continent University,,,,64,"[29, 35]",False,1289.0,1184.0,,347,Show Me Center,Cape Girardeau,MO
66720,400503090,20132014,2014,regular,,2013-11-23T01:00:00.000Z,False,False,False,TRNMNT,final,GLOBAL SPORTS MAIN EVENT,1604.0,325,UT Martin,22.0,OVC,,64,"[27, 37]",False,1263.0,1258.0,126,Jackson State,25.0,SWAC,,68,"[33, 35]",True,1433.0,1439.0,31.3,528,Skyhawk Arena,Martin,TN
66719,400503886,20132014,2014,regular,,2013-11-23T01:00:00.000Z,False,False,False,STD,final,,8404.0,136,LSU,24.0,SEC,,89,"[49, 40]",True,1754.0,1815.0,246,SE Louisiana,27.0,Southland,,66,"[25, 41]",False,1625.0,1564.0,17.7,232,Pete Maravich Assembly Center,Baton Rouge,LA
66723,400501568,20132014,2014,regular,,2013-11-23T01:00:00.000Z,False,False,False,TRNMNT,final,LAS VEGAS INVITATIONAL,5915.0,212,Northwestern,10.0,Big Ten,,63,"[28, 35]",True,1691.0,1676.0,115,IU Indianapolis,28.0,Summit,,61,"[31, 30]",False,1550.0,1565.0,17.2,143,Welsh-Ryan Arena,Evanston,IL
66725,400499271,20132014,2014,regular,,2013-11-23T01:05:00.000Z,False,False,False,TRNMNT,final,CBE HALL OF FAME CLASSIC,3061.0,265,South Alabama,29.0,Sun Belt,,59,"[37, 22]",False,1657.0,1624.0,275,Southern Miss,13.0,CUSA,,66,"[31, 35]",True,1710.0,1743.0,19.8,129,Mitchell Center,Mobile,AL
66726,400506319,20132014,2014,regular,,2013-11-23T01:30:00.000Z,False,False,False,TRNMNT,final,BARCLAYS CENTER CLASSIC,6267.0,220,Ole Miss,24.0,SEC,,111,"[54, 57]",True,1705.0,1760.0,175,Mississippi Valley State,25.0,SWAC,,82,"[32, 50]",False,1395.0,1341.0,19.1,333,C. M. Tad Smith Coliseum,Oxford,MS
66728,400499989,20132014,2014,regular,,2013-11-23T01:30:00.000Z,False,False,False,TRNMNT,final,PORTLAND STATE TOURNAMENT,755.0,231,Portland State,8.0,Big Sky,,67,"[20, 47]",True,1604.0,1600.0,151,Loyola Chicago,19.0,MVC,,63,"[35, 28]",False,1595.0,1599.0,23.0,640,Peter W. Stott Center,Portland,OR
66727,400503887,20132014,2014,regular,,2013-11-23T01:30:00.000Z,False,False,False,STD,final,,567.0,607,Southwestern (TX),,,,61,"[25, 36]",False,1500.0,1410.0,120,Incarnate Word,27.0,Southland,,80,"[39, 41]",True,1621.0,1711.0,,692,Corbin J. Robertson Center,Georgetown,TX
66732,400502511,20132014,2014,regular,,2013-11-23T02:00:00.000Z,False,False,False,TRNMNT,final,BARCLAYS CENTER CLASSIC,4185.0,279,St. John's,7.0,Big East,,64,"[28, 36]",True,1594.0,1582.0,178,Monmouth,16.0,MAAC,,54,"[26, 28]",False,1395.0,1406.0,1.6,38,Carnesecca Arena,Queens,NY
66729,400506215,20132014,2014,regular,,2013-11-23T02:00:00.000Z,False,True,False,TRNMNT,final,PARADISE JAM,2275.0,137,La Salle,1.0,A-10,,78,"[32, 46]",True,1548.0,1607.0,182,Morgan State,18.0,MEAC,,59,"[25, 34]",False,1395.0,1336.0,10.2,389,UVI Sports & Fitness Center,Saint Thomas,Virgin Islands
66730,400503888,20132014,2014,regular,,2013-11-23T02:00:00.000Z,False,False,False,TRNMNT,final,GLOBAL SPORTS HOOP SHOWCASE,7751.0,331,Utah,33.0,Pac-12,,84,"[34, 50]",True,2037.0,2007.0,139,Lamar,27.0,Southland,,57,"[28, 29]",False,1329.0,1358.0,16.4,173,Jon M. Huntsman Center,Salt Lake City,UT
66735,400498044,20132014,2014,regular,,2013-11-23T02:00:00.000Z,False,False,False,TRNMNT,final,COLORADO STATE CHALLENGE,4473.0,57,Colorado State,20.0,Mountain West,,72,"[32, 40]",True,1707.0,1705.0,207,Northern Colorado,8.0,Big Sky,,65,"[35, 30]",False,1645.0,1648.0,16.5,178,Moby Arena,Fort Collins,CO
66734,400498045,20132014,2014,regular,,2013-11-23T02:00:00.000Z,False,False,False,STD,final,,3615.0,179,Montana,8.0,Big Sky,,74,"[27, 47]",False,1549.0,1547.0,259,San Francisco,31.0,WCC,,75,"[30, 45]",True,1655.0,1657.0,16.8,171,Dahlberg Arena,Missoula,MT
66733,400499784,20132014,2014,regular,,2013-11-23T02:00:00.000Z,False,False,False,TRNMNT,final,GLOBAL SPORTS INVITATIONAL,15488.0,118,Illinois,10.0,Big Ten,,77,"[33, 44]",True,1865.0,1893.0,50,Chicago State,30.0,WAC,,53,"[26, 27]",False,1540.0,1512.0,10.7,149,State Farm Center,Champaign,IL
66731,400502689,20132014,2014,regular,,2013-11-23T02:00:00.000Z,False,False,False,STD,final,,9149.0,213,Notre Dame,2.0,ACC,,84,"[41, 43]",True,1635.0,1692.0,261,Santa Clara,31.0,WCC,,69,"[35, 34]",False,1709.0,1651.0,15.8,225,Purcell Pavilion,South Bend,IN
66736,400518737,20132014,2014,regular,,2013-11-23T02:30:00.000Z,False,True,False,TRNMNT,final,CHARLESTON CLASSIC,2520.0,52,Clemson,2.0,ACC,,85,"[43, 42]",True,1779.0,1889.0,63,Davidson,26.0,SoCon,,54,"[33, 21]",False,1575.0,1465.0,11.9,275,TD Arena,Charleston,SC
66740,400499986,20132014,2014,regular,,2013-11-23T03:00:00.000Z,False,False,False,STD,final,,0.0,10,Arizona State,33.0,Pac-12,,70,"[43, 27]",True,1884.0,1865.0,29,Bradley,19.0,MVC,,58,"[28, 30]",False,1589.0,1608.0,18.1,203,Desert Financial Arena,Tempe,AZ
66737,400505732,20132014,2014,regular,,2013-11-23T03:00:00.000Z,False,False,False,STD,final,COACHES vs CANCER CLASSIC,1444.0,230,Portland,31.0,WCC,,69,"[35, 34]",True,1592.0,1649.0,58,Columbia,15.0,Ivy,,52,"[27, 25]",False,1604.0,1547.0,14.6,237,Chiles Center,Portland,OR
66738,400502690,20132014,2014,regular,,2013-11-23T03:00:00.000Z,False,True,False,STD,final,COACHES vs CANCER CLASSIC,0.0,169,Michigan State,10.0,Big Ten,,96,"[46, 50]",True,1831.0,1880.0,340,Virginia Tech,2.0,ACC,,77,"[33, 44]",False,1628.0,1578.0,12.8,385,Barclays Center,Brooklyn,NY
66741,400498733,20132014,2014,regular,,2013-11-23T03:00:00.000Z,False,False,False,TRNMNT,final,2K SPORTS CLASSIC,2379.0,308,UC Irvine,11.0,Big West,,84,"[46, 38]",True,1751.0,1776.0,1243,LIU Brooklyn,,,,64,"[28, 36]",False,1518.0,1493.0,17.2,192,Bren Events Center,Irvine,CA
66739,400501567,20132014,2014,regular,,2013-11-23T03:00:00.000Z,False,False,False,STD,final,,5086.0,358,Wyoming,20.0,Mountain West,,70,"[40, 30]",True,1642.0,1662.0,269,South Dakota,28.0,Summit,,53,"[27, 26]",False,1459.0,1439.0,13.7,177,Arena-Auditorium,Laramie,WY
66742,400505499,20132014,2014,regular,,2013-11-23T03:05:00.000Z,False,False,False,TRNMNT,final,LAS VEGAS INVITATIONAL,5883.0,189,Nevada,20.0,Mountain West,,83,"[39, 44]",True,1594.0,1600.0,49,Chattanooga,26.0,SoCon,,81,"[41, 40]",False,1762.0,1756.0,16.5,186,Lawlor Events Center,Reno,NV
66743,400503091,20132014,2014,regular,,2013-11-23T04:00:00.000Z,False,False,False,TRNMNT,final,LAS VEGAS INVITATIONAL,5508.0,313,UCLA,33.0,Pac-12,,81,"[46, 35]",True,1830.0,1827.0,181,Morehead State,22.0,OVC,,70,"[38, 32]",False,1668.0,1671.0,15.5,16,Pauley Pavilion,Los Angeles,CA
66747,400507076,20132014,2014,regular,,2013-11-23T16:15:00.000Z,False,False,False,STD,final,,1201.0,361,Youngstown State,14.0,Horizon,,108,"[63, 45]",True,1702.0,1883.0,575,Westminster (PA),,,,57,"[33, 24]",False,1500.0,1319.0,14.5,196,Beeghly Center,Youngstown,OH
66748,400503889,20132014,2014,regular,,2013-11-23T17:00:00.000Z,False,False,False,STD,final,,1894.0,193,New Orleans,27.0,Southland,,80,"[28, 52]",False,1509.0,1475.0,25,Boise State,20.0,Mountain West,,100,"[52, 48]",True,1946.0,1980.0,35.8,304,Lakefront Arena,New Orleans,LA
66751,400499062,20132014,2014,regular,,2013-11-23T17:00:00.000Z,False,False,False,STD,final,,3500.0,164,Mercer,3.0,ASUN,,81,"[41, 40]",True,1793.0,1857.0,360,Yale,15.0,Ivy,,54,"[28, 26]",False,1582.0,1518.0,12.7,246,Hawkins Arena,Macon,GA
66749,400502691,20132014,2014,regular,,2013-11-23T17:00:00.000Z,False,True,False,STD,final,HALL OF FAME TIP-OFF TOURNAMENT,0.0,200,North Carolina,2.0,ACC,,82,"[36, 46]",True,1683.0,1703.0,242,Richmond,1.0,A-10,,72,"[33, 39]",False,1566.0,1547.0,22.3,393,Mohegan Sun Arena,Uncasville,CT
66750,400499273,20132014,2014,regular,,2013-11-23T17:00:00.000Z,False,False,False,TRNMNT,final,ROUNDBALL SHOWCASE,4718.0,158,Marshall,13.0,CUSA,,96,"[48, 48]",True,1650.0,1675.0,321,UNC Wilmington,12.0,CAA,,78,"[29, 49]",False,1469.0,1444.0,13.4,49,Cam Henderson Center,Huntington,WV
66752,400498268,20132014,2014,regular,,2013-11-23T18:30:00.000Z,False,False,False,TRNMNT,final,CANCUN CHALLENGE,5067.0,347,West Virginia,6.0,Big 12,,88,"[48, 40]",True,1781.0,1820.0,233,Presbyterian,9.0,Big South,,55,"[22, 33]",False,1290.0,1251.0,11.7,87,WVU Coliseum,Morgantown,WV
66760,400498482,20132014,2014,regular,,2013-11-23T19:00:00.000Z,False,False,False,STD,final,,1874.0,24,Binghamton,4.0,Am. East,,63,"[37, 26]",False,1345.0,1350.0,239,Radford,9.0,Big South,,69,"[28, 41]",True,1675.0,1669.0,19.7,244,Events Center (Binghamton),Binghamton,NY
66759,400498739,20132014,2014,regular,,2013-11-23T19:00:00.000Z,False,False,False,STD,final,,523.0,55,Colgate,23.0,Patriot,,81,"[34, 47]",True,1509.0,1530.0,278,St. Francis (PA),21.0,NEC,,64,"[28, 36]",False,1335.0,1313.0,14.1,198,Cotterell Court,Hamilton,NY
66758,400499548,20132014,2014,regular,,2013-11-23T19:00:00.000Z,False,False,False,STD,final,,712.0,186,NJIT,32.0,Indep.,,91,"[41, 34, 16]",True,1637.0,1623.0,138,Lafayette,23.0,Patriot,,88,"[31, 44, 13]",False,1529.0,1543.0,32.5,632,Fleisher Center,Newark,NJ
66761,400496874,20132014,2014,regular,,2013-11-23T19:00:00.000Z,False,False,False,STD,final,,4027.0,245,Rutgers,5.0,American,,62,"[33, 29]",False,1551.0,1487.0,353,William & Mary,12.0,CAA,,72,"[24, 48]",True,1517.0,1581.0,25.2,213,Jersey Mike’s Arena,Piscataway,NJ
66753,400508601,20132014,2014,regular,,2013-11-23T19:00:00.000Z,False,False,False,STD,final,,6096.0,215,Ohio,17.0,MAC,,85,"[38, 47]",True,1669.0,1746.0,813,Heidelberg,,,,57,"[29, 28]",False,1500.0,1423.0,18.3,309,Convocation Center (OH),Athens,OH
66754,400506216,20132014,2014,regular,,2013-11-23T19:00:00.000Z,False,False,False,STD,final,,0.0,240,Rhode Island,1.0,A-10,,79,"[31, 48]",True,1491.0,1489.0,318,UMass Lowell,4.0,Am. East,,68,"[23, 45]",False,1328.0,1331.0,17.3,135,Thomas M. Ryan Center,Kingston,RI
66755,400506094,20132014,2014,regular,,2013-11-23T19:00:00.000Z,False,False,False,STD,final,,1738.0,123,Iona,16.0,MAAC,,89,"[44, 45]",True,1603.0,1648.0,95,George Mason,1.0,A-10,,73,"[25, 48]",False,1583.0,1538.0,11.8,341,Hynes Athletics Center,New Rochelle,NY
66756,400504474,20132014,2014,regular,,2013-11-23T19:00:00.000Z,False,False,False,STD,final,,6015.0,19,Ball State,17.0,MAC,,58,"[30, 28]",False,1591.0,1589.0,34,Butler,7.0,Big East,,59,"[23, 36]",True,1697.0,1699.0,15.3,269,Worthen Arena,Muncie,IN
66757,400499990,20132014,2014,regular,,2013-11-23T19:00:00.000Z,False,False,False,STD,final,,3467.0,70,Drake,19.0,MVC,,88,"[42, 46]",True,1830.0,1818.0,221,Omaha,28.0,Summit,,80,"[42, 38]",False,1668.0,1680.0,20.4,95,Knapp Center,Des Moines,IA
66762,400507077,20132014,2014,regular,,2013-11-23T19:05:00.000Z,False,False,False,TRNMNT,final,CBE HALL OF FAME CLASSIC,0.0,265,South Alabama,29.0,Sun Belt,,74,"[39, 35]",True,1624.0,1636.0,357,Wright State,14.0,Horizon,,70,"[31, 39]",False,1769.0,1757.0,15.5,129,Mitchell Center,Mobile,AL
66763,400518936,20132014,2014,regular,,2013-11-23T19:30:00.000Z,False,True,False,TRNMNT,final,PARADISE JAM,0.0,156,Marist,16.0,MAAC,,70,"[33, 37]",False,1173.0,1202.0,153,Loyola Marymount,31.0,WCC,,76,"[32, 44]",True,1578.0,1549.0,19.0,389,UVI Sports & Fitness Center,Saint Thomas,Virgin Islands
66764,400496873,20132014,2014,regular,,2013-11-23T19:30:00.000Z,False,True,False,STD,final,HALL OF FAME TIP-OFF TOURNAMENT,8113.0,83,Fairfield,16.0,MAAC,,57,"[23, 34]",False,1386.0,1434.0,150,Louisville,5.0,American,,71,"[37, 34]",True,2058.0,2010.0,31.3,393,Mohegan Sun Arena,Uncasville,CT
66768,400499275,20132014,2014,regular,,2013-11-23T20:00:00.000Z,False,False,False,TRNMNT,final,CANCUN CHALLENGE,5418.0,219,Old Dominion,13.0,CUSA,,86,"[47, 39]",True,1571.0,1638.0,99,Georgia Southern,26.0,SoCon,,69,"[33, 36]",False,1635.0,1568.0,2.3,68,Chartway Arena,Norfolk,VA
66766,400499280,20132014,2014,regular,,2013-11-23T20:00:00.000Z,False,False,False,STD,final,,815.0,328,UTSA,13.0,CUSA,,87,"[40, 47]",True,1335.0,1389.0,294,Texas A&M-Corpus Christi,27.0,Southland,,76,"[28, 48]",False,1515.0,1461.0,9.6,137,UTSA Convocation Center,San Antonio,TX
66765,400507752,20132014,2014,regular,,2013-11-23T20:00:00.000Z,False,False,False,STD,final,,1932.0,167,Miami (OH),17.0,MAC,,63,"[41, 22]",False,1366.0,1361.0,1218,Wilmington (OH),,,,65,"[39, 26]",True,1479.0,1484.0,15.2,295,Millett Hall,Oxford,OH
66770,400499061,20132014,2014,regular,,2013-11-23T20:00:00.000Z,False,False,False,STD,final,,788.0,127,Jacksonville,3.0,ASUN,,76,"[31, 45]",True,1525.0,1516.0,85,Florida A&M,18.0,MEAC,,72,"[26, 46]",False,1461.0,1470.0,19.3,15,VyStar Veterans Memorial Arena,Jacksonville,FL
66769,400499272,20132014,2014,regular,,2013-11-23T20:00:00.000Z,False,True,False,TRNMNT,final,2K SPORTS CLASSIC,0.0,86,Florida Atlantic,13.0,CUSA,,61,"[31, 30]",False,1412.0,1424.0,285,Stony Brook,4.0,Am. East,,67,"[32, 35]",True,1657.0,1646.0,16.9,47,Calihan Hall,Detroit,MI
66767,400499276,20132014,2014,regular,,2013-11-23T20:00:00.000Z,False,False,False,STD,final,,1628.0,241,Rice,13.0,CUSA,,56,"[25, 31]",False,1497.0,1443.0,234,Princeton,15.0,Ivy,,70,"[36, 34]",True,1654.0,1708.0,29.7,197,Tudor Fieldhouse,Houston,TX
66771,400504228,20132014,2014,regular,,2013-11-23T20:05:00.000Z,False,False,False,STD,final,,2453.0,335,Valparaiso,14.0,Horizon,,81,"[35, 46]",True,1802.0,1875.0,129,James Madison,12.0,CAA,,49,"[22, 27]",False,1510.0,1437.0,14.7,283,Athletics-Recreation Center,Valparaiso,IN
66773,400498737,20132014,2014,regular,,2013-11-23T20:30:00.000Z,False,False,False,TRNMNT,final,KEIGHTLEY CLASSIC,2755.0,53,Cleveland State,14.0,Horizon,,87,"[33, 54]",True,1616.0,1637.0,244,Robert Morris,21.0,NEC,,74,"[29, 45]",False,1547.0,1526.0,31.3,217,Wolstein Center,Cleveland,OH
66774,400498485,20132014,2014,regular,,2013-11-23T20:30:00.000Z,False,False,False,TRNMNT,final,LAS VEGAS INVITATIONAL,6738.0,177,Missouri,24.0,SEC,,72,"[31, 41]",True,1821.0,1809.0,94,Gardner-Webb,9.0,Big South,,63,"[29, 34]",False,1636.0,1649.0,12.8,286,Mizzou Arena,Columbia,MO
66746,400499278,20132014,2014,regular,,2013-11-23T20:30:00.000Z,False,False,False,STD,final,,18078.0,61,Creighton,7.0,Big East,,82,"[42, 40]",True,1858.0,1818.0,304,Tulsa,13.0,CUSA,,72,"[41, 31]",False,1453.0,1493.0,15.1,210,CHI Health Center Omaha,Omaha,NE
66772,400502932,20132014,2014,regular,,2013-11-23T20:30:00.000Z,False,False,False,STD,final,,1284.0,260,San José State,20.0,Mountain West,,81,"[49, 32]",True,1469.0,1585.0,37,Cal State Fullerton,11.0,Big West,,59,"[19, 40]",False,1651.0,1535.0,12.5,185,Provident Credit Union Event Center,San Jose,CA
66779,400498486,20132014,2014,regular,,2013-11-23T21:00:00.000Z,False,False,False,TRNMNT,final,EA SPORTS MAUI INVITATIONAL,0.0,54,Coastal Carolina,9.0,Big South,,70,"[32, 38]",True,1638.0,1642.0,364,St. Francis Brooklyn,21.0,NEC,,59,"[28, 31]",False,1520.0,1516.0,12.5,64,The HTC Center,Conway,SC
66778,400498736,20132014,2014,regular,,2013-11-23T21:00:00.000Z,False,False,False,STD,final,,1656.0,183,Mount St. Mary's,21.0,NEC,,68,"[33, 35]",True,1331.0,1349.0,8,American University,23.0,Patriot,,64,"[27, 37]",False,1527.0,1509.0,10.6,46,Knott Arena,Emmitsburg,MD
66777,400498738,20132014,2014,regular,,2013-11-23T21:00:00.000Z,False,False,False,STD,final,,2281.0,91,Fordham,1.0,A-10,,73,"[35, 38]",False,1534.0,1432.0,250,Sacred Heart,21.0,NEC,,85,"[37, 48]",True,1370.0,1471.0,24.0,340,Rose Hill Gym,Bronx,NY
66776,400499060,20132014,2014,regular,,2013-11-23T21:00:00.000Z,False,False,False,TRNMNT,final,ROUNDBALL SHOWCASE,2535.0,75,East Tennessee State,3.0,ASUN,,66,"[32, 34]",True,1401.0,1461.0,282,Stephen F. Austin,27.0,Southland,,58,"[26, 32]",False,1723.0,1663.0,19.9,687,Brooks Gym,Johnson City,TN
66775,400499786,20132014,2014,regular,,2013-11-23T21:00:00.000Z,False,True,False,TRNMNT,final,GLOBAL SPORTS HOOP SHOWCASE,293.0,139,Lamar,27.0,Southland,,69,"[26, 43]",False,1358.0,1368.0,104,Grand Canyon,30.0,WAC,,78,"[37, 41]",True,1651.0,1642.0,32.7,173,Jon M. Huntsman Center,Salt Lake City,UT
66781,400498483,20132014,2014,regular,,2013-11-23T21:00:00.000Z,False,False,False,STD,final,,1343.0,354,Winthrop,9.0,Big South,,96,"[45, 51]",True,1600.0,1702.0,1373,Virginia Intermont,,,,62,"[31, 31]",False,1410.0,1308.0,17.1,37,Winthrop Coliseum,Rock Hill,SC
66780,400498484,20132014,2014,regular,,2013-11-23T21:00:00.000Z,False,False,False,TRNMNT,final,CORPUS CHRISTI CHALLENGE,10491.0,339,Virginia,2.0,ACC,,75,"[32, 43]",True,1808.0,1819.0,142,Liberty,9.0,Big South,,53,"[26, 27]",False,1449.0,1438.0,9.9,227,John Paul Jones Arena,Charlottesville,VA
66782,400499277,20132014,2014,regular,,2013-11-23T21:30:00.000Z,False,True,False,TRNMNT,final,CBE HALL OF FAME CLASSIC,1614.0,275,Southern Miss,13.0,CUSA,,67,"[27, 40]",True,1743.0,1717.0,112,Houston Christian,27.0,Southland,,62,"[32, 30]",False,1376.0,1401.0,16.4,129,Mitchell Center,Mobile,AL
66784,400499064,20132014,2014,regular,,2013-11-23T22:00:00.000Z,False,True,False,STD,final,COACHES vs CANCER CLASSIC,316.0,268,South Carolina Upstate,3.0,ASUN,,72,"[43, 29]",True,1591.0,1642.0,348,Western Carolina,26.0,SoCon,,58,"[26, 32]",False,1539.0,1488.0,,277,M.A.C. Center,Kent,OH
66785,400498049,20132014,2014,regular,,2013-11-23T22:00:00.000Z,False,False,False,STD,final,,1048.0,206,Northern Arizona,8.0,Big Sky,,83,"[42, 41]",True,1461.0,1486.0,991,San Diego Christian,,,,59,"[25, 34]",False,1123.0,1098.0,,438,J. Lawrence Walkup Skydome,Flagstaff,AZ
66783,400519016,20132014,2014,regular,,2013-11-23T22:00:00.000Z,False,True,False,TRNMNT,final,PARADISE JAM,1323.0,182,Morgan State,18.0,MEAC,,66,"[23, 43]",False,1336.0,1343.0,336,Vanderbilt,24.0,SEC,,75,"[37, 38]",True,1613.0,1606.0,28.7,389,UVI Sports & Fitness Center,Saint Thomas,Virgin Islands
66786,400514335,20132014,2014,regular,,2013-11-23T22:30:00.000Z,False,True,False,TRNMNT,final,CENTRAL MICHIGAN TOURNAMENT,0.0,17,Austin Peay,22.0,OVC,,78,"[34, 44]",True,1416.0,1432.0,180,Montana State,8.0,Big Sky,,72,"[37, 35]",False,1390.0,1375.0,18.6,256,McGuirk Arena,Mount Pleasant,MI
66788,400504227,20132014,2014,regular,,2013-11-23T22:30:00.000Z,False,True,False,STD,final,HALL OF FAME TIP-OFF TOURNAMENT,0.0,363,Hartford,4.0,Am. East,,78,"[31, 47]",False,1449.0,1442.0,110,Hofstra,12.0,CAA,,81,"[37, 44]",True,1450.0,1456.0,,393,Mohegan Sun Arena,Uncasville,CT
66787,400506646,20132014,2014,regular,,2013-11-23T22:30:00.000Z,False,False,False,TRNMNT,final,2K SPORTS CLASSIC,2230.0,69,Detroit Mercy,14.0,Horizon,,78,"[46, 32]",False,1721.0,1708.0,300,Toledo,17.0,MAC,,80,"[34, 46]",True,1714.0,1728.0,21.1,47,Calihan Hall,Detroit,MI
66793,400499991,20132014,2014,regular,,2013-11-23T23:00:00.000Z,False,True,False,TRNMNT,final,PORTLAND STATE TOURNAMENT,0.0,151,Loyola Chicago,19.0,MVC,,61,"[22, 30, 9]",False,1599.0,1583.0,307,UC Davis,11.0,Big West,,64,"[30, 22, 12]",True,1494.0,1510.0,18.8,640,Peter W. Stott Center,Portland,OR
