id,sourceId,seasonLabel,season,seasonType,tournament,startDate,startTimeTbd,neutralSite,conferenceGame,gameType,status,gameNotes,attendance,homeTeamId,homeTeam,homeConferenceId,homeConference,homeSeed,homePoints,homePeriodPoints,homeWinner,homeTeamEloStart,homeTeamEloEnd,awayTeamId,awayTeam,awayConferenceId,awayConference,awaySeed,awayPoints,awayPeriodPoints,awayWinner,awayTeamEloStart,awayTeamEloEnd,excitement,venueId,venue,city,state
5887,401575517,20232024,2024,regular,,2023-11-06T23:30:00.000Z,False,False,False,STD,final,,17046,292,Tennessee,24.0,SEC,,80,"[41, 39]",True,1749.0,1877.0,291,Tennessee Tech,22.0,OVC,,42,"[12, 30]",False,1596.0,1468.0,1.1,9,Food City Center,Knoxville,TN
5921,401597920,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,2954,134,Kent State,17.0,MAC,,79,"[36, 43]",True,1702.0,1739.0,837,Malone,,,,58,"[33, 25]",False,1501.0,1464.0,2.7,277,M.A.C. Center,Kent,OH
5923,401597894,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,721,47,Charleston Southern,9.0,Big South,,94,"[50, 44]",True,1555.0,1638.0,577,Toccoa Falls,,,,59,"[31, 28]",False,1243.0,1160.0,1.6,327,Buccaneer Fieldhouse,Charleston,SC
5924,401597830,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,2404,63,Davidson,1.0,A-10,,86,"[37, 49]",True,1586.0,1655.0,838,Washington and Lee,,,,63,"[38, 25]",False,1499.0,1431.0,3.5,59,John M. Belk Arena,Davidson,NC
5925,401597376,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1021,246,SE Louisiana,27.0,Southland,,90,"[48, 42]",True,1559.0,1613.0,839,Delta State,,,,71,"[25, 46]",False,1499.0,1445.0,1.6,161,Pride Roofing University Center,Hammond,LA
5937,401587184,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,950,360,Yale,15.0,Ivy,,102,"[48, 54]",True,1705.0,1871.0,841,Vassar,,,,53,"[24, 29]",False,1471.0,1306.0,0.9,126,John J. Lee Amphitheater,New Haven,CT
5959,401577558,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,3510,48,Charlotte,5.0,American,,69,"[34, 35]",True,1648.0,1679.0,154,Maine,4.0,Am. East,,52,"[27, 25]",False,1528.0,1497.0,2.0,134,Halton Arena,Charlotte,NC
5895,401583596,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,17331,200,North Carolina,2.0,ACC,,86,"[46, 40]",True,1666.0,1708.0,239,Radford,9.0,Big South,,70,"[41, 29]",False,1629.0,1587.0,4.6,7,Dean E. Smith Center,Chapel Hill,NC
5910,401611539,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,612,267,South Carolina State,18.0,MEAC,,65,"[23, 42]",True,1457.0,1466.0,632,Voorhees,,,,57,"[31, 26]",False,1452.0,1443.0,,43,Smith-Hammond-Middleton Memorial Center,Orangeburg,SC
5911,401609948,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,8357,94,Gardner-Webb,9.0,Big South,,98,"[44, 54]",True,1621.0,1754.0,497,Erskine,,,,58,"[28, 30]",False,1442.0,1310.0,1.6,363,Paul Porter Arena,Boiling Springs,NC
5912,401604787,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1562,54,Coastal Carolina,29.0,Sun Belt,,88,"[46, 42]",True,1519.0,1504.0,503,Piedmont,,,,86,"[47, 39]",False,1373.0,1388.0,9.8,64,The HTC Center,Conway,SC
5913,401604760,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1087,325,UT Martin,22.0,OVC,,104,"[53, 51]",True,1592.0,1608.0,557,Champion Christian,,,,76,"[28, 48]",False,1104.0,1088.0,0.6,241,Kathleen and Tom Elam Center,Martin,TN
5914,401604369,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,2736,75,East Tennessee State,26.0,SoCon,,73,"[38, 35]",True,1583.0,1622.0,834,King (TN),,,,56,"[23, 33]",False,1500.0,1462.0,1.8,72,Freedom Hall (TN),Johnson City,TN
5915,401602669,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,3577,321,UNC Wilmington,12.0,CAA,,105,"[55, 50]",True,1601.0,1726.0,515,Mount Olive,,,,66,"[31, 35]",False,1407.0,1282.0,1.1,51,Trask Coliseum,Wilmington,NC
5916,401600439,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,7345,226,Penn State,10.0,Big Ten,,79,"[39, 40]",True,1683.0,1772.0,67,Delaware State,18.0,MEAC,,45,"[18, 27]",False,1429.0,1339.0,1.1,108,Bryce Jordan Center,University Park,PA
5917,401600231,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,568,283,Stetson,3.0,ASUN,,109,"[59, 50]",True,1598.0,1779.0,521,Trinity Baptist,,,,54,"[21, 33]",False,1296.0,1115.0,0.7,83,Edmunds Center,DeLand,FL
5918,401599986,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,868,127,Jacksonville,3.0,ASUN,,113,"[50, 63]",True,1548.0,1791.0,835,Johnson University Florida,,,,46,"[21, 25]",False,1268.0,1025.0,1.3,58,Swisher Gymnasium,Jacksonville,FL
5920,401597988,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1272,164,Mercer,26.0,SoCon,,64,"[34, 30]",False,1616.0,1559.0,836,Clark Atlanta,,,,71,"[31, 40]",True,1500.0,1558.0,5.2,246,Hawkins Arena,Macon,GA
5919,401599586,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,2197,93,Furman,26.0,SoCon,,84,"[42, 42]",True,1698.0,1700.0,665,North Greenville,,,,68,"[32, 36]",False,1436.0,1435.0,3.0,379,Timmons Arena,Greenville,SC
5922,401597899,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,2366,109,High Point,9.0,Big South,,105,"[46, 59]",True,1540.0,1707.0,587,St. Andrews,,,,51,"[24, 27]",False,1190.0,1023.0,0.9,222,Qubein Center,High Point,NC
5926,401594578,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1039,356,Wofford,26.0,SoCon,,85,"[42, 43]",True,1586.0,1586.0,741,Brevard,,,,68,"[39, 29]",False,1293.0,1293.0,4.1,26,Jerry Richardson Indoor Stadium,Spartanburg,SC
5928,401594482,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,0,32,Bucknell,23.0,Patriot,,57,"[25, 32]",False,1512.0,1390.0,66,Delaware,12.0,CAA,,78,"[44, 34]",True,1531.0,1653.0,2.2,344,Sojka Pavilion,Lewisburg,PA
5929,401594423,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,4388,122,Indiana State,19.0,MVC,,90,"[44, 46]",True,1689.0,1737.0,776,Saint Mary of the Woods College,,,,60,"[29, 31]",False,1318.0,1270.0,1.5,250,Hulman Center,Terre Haute,IN
5930,401594401,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1952,196,Norfolk State,18.0,MEAC,,102,"[60, 42]",True,1612.0,1773.0,546,Penn State - Wilkes-Barre,,,,55,"[30, 25]",False,1405.0,1244.0,1.1,118,Joseph G. Echols Hall,Norfolk,VA
5931,401594393,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,4474,264,Siena,16.0,MAAC,,73,"[38, 35]",True,1552.0,1541.0,111,Holy Cross,23.0,Patriot,,71,"[28, 43]",False,1476.0,1487.0,4.7,71,MVP Arena,Albany,NY
5932,401594380,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1300,243,Rider,16.0,MAAC,,113,"[61, 52]",True,1581.0,1733.0,792,Immaculata,,,,67,"[38, 29]",False,1355.0,1202.0,2.4,408,Alumni Gymnasium (Rider),Lawrenceville,NJ
5889,401588936,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,6861,168,Miami,2.0,ACC,,101,"[52, 49]",True,1739.0,1862.0,186,NJIT,4.0,Am. East,,60,"[32, 28]",False,1485.0,1362.0,1.4,80,Watsco Center,Coral Gables,FL
5927,401594560,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,2946,49,Chattanooga,26.0,SoCon,,89,"[42, 47]",True,1627.0,1773.0,840,Covenant,,,,44,"[20, 24]",False,1389.0,1244.0,0.8,355,McKenzie Arena,Chattanooga,TN
5933,401594169,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,2364,73,Duquesne,1.0,A-10,,79,"[38, 41]",True,1564.0,1561.0,53,Cleveland State,14.0,Horizon,,77,"[41, 36]",False,1614.0,1616.0,7.9,146,UPMC Cooper Fieldhouse,Pittsburgh,PA
5934,401592849,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,11216,266,South Carolina,24.0,SEC,,82,"[42, 40]",True,1524.0,1650.0,268,South Carolina Upstate,9.0,Big South,,53,"[28, 25]",False,1588.0,1461.0,2.0,84,Colonial Life Arena,Columbia,SC
5935,401591550,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,2500,114,Howard,18.0,MEAC,,92,"[40, 52]",True,1628.0,1624.0,106,Hampton,12.0,CAA,,80,"[36, 44]",False,1434.0,1438.0,5.0,325,Burr Gymnasium,Washington,DC
5936,401588585,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1776,28,Bowling Green,17.0,MAC,,70,"[32, 38]",True,1531.0,1649.0,50,Chicago State,32.0,Indep.,,41,"[21, 20]",False,1553.0,1435.0,1.7,278,Stroh Center,Bowling Green,OH
5938,401587164,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,True,False,STD,final,,6103,245,Rutgers,10.0,Big Ten,,61,"[28, 33]",False,1647.0,1628.0,234,Princeton,15.0,Ivy,,68,"[32, 36]",True,1683.0,1702.0,5.3,271,CURE Insurance Arena,Trenton,NJ
5939,401586898,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,4118,240,Rhode Island,1.0,A-10,,81,"[47, 34]",True,1462.0,1493.0,44,Central Connecticut,21.0,NEC,,70,"[31, 39]",False,1507.0,1476.0,2.0,135,Thomas M. Ryan Center,Kingston,RI
5940,401584449,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1849,332,Utah Valley,30.0,WAC,,81,"[35, 46]",True,1757.0,1731.0,842,Carroll (MT),,,,73,"[30, 43]",False,1491.0,1517.0,2.9,116,UCCU Center,Orem,UT
5941,401584370,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,3664,142,Liberty,13.0,CUSA,,103,"[48, 55]",True,1717.0,1891.0,516,Mid-Atlantic Christian,,,,43,"[19, 24]",False,1253.0,1079.0,1.6,339,Liberty Arena,Lynchburg,VA
5942,401584335,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,2129,203,North Florida,3.0,ASUN,,92,"[38, 54]",True,1603.0,1723.0,609,Coastal Georgia,,,,55,"[24, 31]",False,1432.0,1313.0,1.8,257,UNF Arena,Jacksonville,FL
5943,401583759,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,6361,52,Clemson,2.0,ACC,,78,"[33, 45]",True,1670.0,1735.0,354,Winthrop,9.0,Big South,,56,"[24, 32]",False,1589.0,1524.0,1.8,91,Littlejohn Coliseum,Clemson,SC
5944,401583744,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,3145,95,George Mason,1.0,A-10,,72,"[29, 43]",True,1551.0,1565.0,178,Monmouth,12.0,CAA,,61,"[23, 38]",False,1491.0,1478.0,3.2,77,EagleBank Arena,Fairfax,VA
5945,401583607,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,4529,74,East Carolina,5.0,American,,91,"[41, 50]",True,1563.0,1667.0,708,Ferrum,,,,61,"[31, 30]",False,1483.0,1380.0,2.0,55,Minges Coliseum,Greenville,NC
5946,401583589,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,12488,185,NC State,2.0,ACC,,72,"[36, 36]",True,1639.0,1649.0,299,The Citadel,26.0,SoCon,,59,"[27, 32]",False,1500.0,1491.0,2.2,74,Lenovo Center,Raleigh,NC
5947,401582026,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,11010,150,Louisville,2.0,ACC,,94,"[40, 54]",True,1477.0,1475.0,317,UMBC,4.0,Am. East,,93,"[48, 45]",False,1539.0,1541.0,10.1,90,KFC Yum! Center,Louisville,KY
5948,401582011,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,7338,213,Notre Dame,2.0,ACC,,70,"[29, 41]",True,1550.0,1555.0,194,Niagara,16.0,MAAC,,63,"[30, 33]",False,1540.0,1535.0,6.1,225,Purcell Pavilion,South Bend,IN
5949,401581854,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,5371,219,Old Dominion,29.0,Sun Belt,,71,"[40, 31]",True,1586.0,1606.0,803,Virginia Wesleyan,,,,57,"[26, 31]",False,1483.0,1463.0,1.7,68,Chartway Arena,Norfolk,VA
5950,401581845,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,4443,158,Marshall,29.0,Sun Belt,,89,"[45, 44]",True,1704.0,1737.0,362,Queens University,3.0,ASUN,,73,"[36, 37]",False,1617.0,1584.0,2.1,49,Cam Henderson Center,Huntington,WV
5951,401581763,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1364,351,Western Michigan,17.0,MAC,,76,"[38, 33, 5]",False,1512.0,1498.0,202,North Dakota State,28.0,Summit,,80,"[28, 43, 9]",True,1595.0,1610.0,7.4,254,University Arena (MI),Kalamazoo,MI
5952,401581736,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,450,107,Harvard,15.0,Ivy,,78,"[35, 43]",True,1626.0,1710.0,585,Massachusetts-Boston,,,,50,"[24, 26]",False,1495.0,1410.0,2.0,29,Lavietes Pavilion,Cambridge,MA
5953,401581156,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,11069,235,Providence,7.0,Big East,,78,"[42, 36]",True,1641.0,1677.0,58,Columbia,15.0,Ivy,,59,"[27, 32]",False,1488.0,1453.0,1.8,82,Amica Mutual Pavilion,Providence,RI
5954,401577715,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,721,250,Sacred Heart,21.0,NEC,,95,"[45, 50]",True,1525.0,1679.0,753,Sarah Lawrence,,,,51,"[28, 23]",False,1358.0,1204.0,1.0,387,William H. Pitt Center,Fairfield,CT
5955,401577691,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,4223,300,Toledo,17.0,MAC,,94,"[51, 43]",True,1706.0,1828.0,69,Detroit Mercy,14.0,Horizon,,60,"[35, 25]",False,1620.0,1498.0,1.6,345,Savage Arena,Toledo,OH
5956,401577656,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1036,55,Colgate,23.0,Patriot,,72,"[31, 41]",True,1659.0,1650.0,30,Brown,15.0,Ivy,,70,"[31, 39]",False,1610.0,1619.0,7.2,198,Cotterell Court,Hamilton,NY
5957,401577647,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,5265,46,Charleston,12.0,CAA,,71,"[46, 25]",True,1721.0,1712.0,123,Iona,16.0,MAAC,,69,"[39, 30]",False,1679.0,1687.0,6.3,275,TD Arena,Charleston,SC
5958,401577633,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,9244,216,Ohio State,10.0,Big Ten,,79,"[34, 45]",True,1645.0,1635.0,214,Oakland,14.0,Horizon,,73,"[35, 38]",False,1545.0,1554.0,6.5,324,Schottenstein Center,Columbus,OH
5960,401577552,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,6796,229,Pittsburgh,2.0,ACC,,100,"[50, 50]",True,1646.0,1818.0,198,North Carolina A&T,12.0,CAA,,52,"[15, 37]",False,1472.0,1300.0,0.8,79,Petersen Events Center,Pittsburgh,PA
5961,401577540,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,1793,251,Saint Joseph's,1.0,A-10,,81,"[38, 43]",True,1555.0,1629.0,138,Lafayette,23.0,Patriot,,60,"[35, 25]",False,1546.0,1471.0,2.8,93,Michael J. Hagan '85 Arena,Philadelphia,PA
5962,401577530,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,13407,64,Dayton,1.0,A-10,,63,"[27, 36]",True,1651.0,1688.0,247,SIU Edwardsville,22.0,OVC,,47,"[24, 23]",False,1592.0,1554.0,3.4,76,UD Arena,Dayton,OH
5963,401576137,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,7637,333,VCU,1.0,A-10,,65,"[29, 36]",False,1692.0,1589.0,162,McNeese,27.0,Southland,,76,"[41, 35]",True,1483.0,1586.0,3.4,92,Siegel Center,Richmond,VA
5964,401575469,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,9691,347,West Virginia,6.0,Big 12,,67,"[24, 43]",True,1699.0,1696.0,176,Missouri State,19.0,MVC,,59,"[30, 29]",False,1610.0,1613.0,4.4,87,WVU Coliseum,Morgantown,WV
5965,401575425,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,14080,339,Virginia,2.0,ACC,,80,"[43, 37]",True,1678.0,1799.0,288,Tarleton State,30.0,WAC,,50,"[19, 31]",False,1688.0,1567.0,0.9,227,John Paul Jones Arena,Charlottesville,VA
5966,401575416,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,3577,277,St. Bonaventure,1.0,A-10,,73,"[35, 38]",True,1536.0,1542.0,147,Longwood,9.0,Big South,,69,"[30, 39]",False,1622.0,1616.0,6.1,73,Reilly Center,Saint Bonaventure,NY
5967,401575389,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,5176,242,Richmond,1.0,A-10,,93,"[55, 38]",True,1573.0,1610.0,334,VMI,26.0,SoCon,,75,"[36, 39]",False,1451.0,1415.0,1.7,224,Robins Center,Richmond,VA
5968,401574603,20232024,2024,regular,,2023-11-07T00:00:00.000Z,False,False,False,STD,final,,19130,286,Syracuse,2.0,ACC,,83,"[44, 39]",True,1558.0,1577.0,190,New Hampshire,4.0,Am. East,,72,"[32, 40]",False,1534.0,1515.0,2.1,88,JMA Wireless Dome,Syracuse,NY
5982,401577681,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,898,238,Quinnipiac,16.0,MAAC,,116,"[67, 49]",True,1552.0,1832.0,844,Coast Guard,,,,48,"[28, 20]",False,1440.0,1160.0,1.1,249,M&T Bank Arena,Hamden,CT
5981,401579030,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,1207,193,New Orleans,27.0,Southland,,100,"[57, 43]",True,1507.0,1617.0,843,Millsaps,,,,70,"[39, 31]",False,1457.0,1348.0,2.6,304,Lakefront Arena,New Orleans,LA
5984,401575758,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,2204,22,Belmont,19.0,MVC,,89,"[47, 42]",True,1652.0,1637.0,100,Georgia State,29.0,Sun Belt,,87,"[45, 42]",False,1519.0,1533.0,9.0,101,Curb Event Center Arena,Nashville,TN
5979,401586889,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,1437,91,Fordham,1.0,A-10,,68,"[23, 37, 8]",True,1601.0,1590.0,341,Wagner,21.0,NEC,,64,"[31, 29, 4]",False,1529.0,1539.0,7.4,340,Rose Hill Gym,Bronx,NY
5897,401584356,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,6501,338,Villanova,7.0,Big East,,90,"[41, 49]",True,1663.0,1738.0,8,American University,23.0,Patriot,,63,"[31, 32]",False,1505.0,1431.0,2.4,140,Finneran Pavilion,Villanova,PA
5983,401577582,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,6286,352,Wichita State,5.0,American,,76,"[44, 32]",True,1626.0,1686.0,143,Lipscomb,3.0,ASUN,,59,"[31, 28]",False,1655.0,1594.0,2.1,308,Charles Koch Arena,Wichita,KS
5980,401583784,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,2077,337,Vermont,4.0,Am. East,,67,"[36, 31]",True,1661.0,1676.0,166,Merrimack,21.0,NEC,,55,"[20, 35]",False,1584.0,1569.0,1.7,376,Patrick Gymnasium,Burlington,VT
5969,401608797,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,1622,326,UT Rio Grande Valley,30.0,WAC,,110,"[59, 51]",True,1611.0,1745.0,783,Southwestern Adventist,,,,59,"[25, 34]",False,1166.0,1032.0,0.9,322,UTRGV Fieldhouse,Edinburg,TX
5970,401602356,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,1021,211,Northwestern State,27.0,Southland,,101,"[58, 43]",True,1578.0,1719.0,534,Dallas Christian,,,,54,"[15, 39]",False,1267.0,1126.0,0.5,99,Prather Coliseum,Natchitoches,LA
5971,401598922,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,752,31,Bryant,4.0,Am. East,,59,"[33, 26]",False,1582.0,1562.0,155,Manhattan,16.0,MAAC,,61,"[35, 26]",True,1491.0,1510.0,6.4,123,Chace Athletic Center,Smithfield,RI
5972,401598574,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,1065,141,Lehigh,23.0,Patriot,,78,"[44, 34]",False,1538.0,1510.0,60,Cornell,15.0,Ivy,,84,"[39, 45]",True,1595.0,1622.0,6.6,382,Stabler Arena,Bethlehem,PA
5973,401594618,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,3414,101,Georgia Tech,2.0,ACC,,84,"[32, 52]",True,1584.0,1667.0,99,Georgia Southern,29.0,Sun Belt,,62,"[31, 31]",False,1597.0,1514.0,4.4,228,McCamish Pavilion,Atlanta,GA
5974,401594149,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,3267,353,William & Mary,12.0,CAA,,84,"[48, 36]",True,1493.0,1668.0,733,Regent,,,,29,"[14, 15]",False,1156.0,982.0,0.8,50,Kaplan Arena,Williamsburg,VA
5975,401593849,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,4601,289,Temple,5.0,American,,85,"[35, 50]",True,1558.0,1632.0,159,Maryland Eastern Shore,18.0,MEAC,,65,"[23, 42]",False,1574.0,1500.0,1.1,31,Liacouras Center,Philadelphia,PA
5976,401587223,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,2500,33,Buffalo,17.0,MAC,,86,"[44, 42]",False,1589.0,1559.0,84,Fairleigh Dickinson,21.0,NEC,,92,"[54, 38]",True,1624.0,1654.0,7.7,284,Alumni Arena,Buffalo,NY
5977,401587141,20232024,2024,regular,,2023-11-07T00:30:00.000Z,False,False,False,STD,final,,6078,56,Colorado,33.0,Pac-12,,75,"[28, 47]",True,1631.0,1694.0,301,Towson,12.0,CAA,,57,"[24, 33]",False,1644.0,1581.0,1.5,176,CU Events Center,Boulder,CO
